trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_road_cfi,max_road_cfi,ave_road_cfi,trdar_dgrm_crdnt
9914,송탄국제중앙시장,41220,평택시,2,33,45,39.0,"MULTIPOLYGON(((127.049563744434 37.0813127490249,127.049563741583 37.0813082437049,127.049636727503 37.0811257485265,127.049647812516 37.080871193358,127.0496531872 37.0804792281887,127.049653014408 37.0802066562848,127.049872272864 37.0801389870264,127.049925522954 37.0798731512401,127.049933871412 37.0797379881546,127.04989141704 37.0792964839178,127.049894194122 37.0792424189097,127.050588631309 37.0792286169036,127.050678088139 37.0784378955714,127.051369718179 37.0784421114526,127.051369326326 37.0778451562503,127.051985035327 37.0778403898672,127.053649447247 37.0778712054275,127.053689719227 37.0791980053529,127.054772152896 37.0791952704291,127.054654288111 37.0795084433379,127.054693791493 37.0797111650955,127.054910514365 37.0800444613314,127.05523418689 37.0805308895824,127.055211711853 37.0805556790529,127.054879959227 37.0805738504283,127.054694409741 37.0805942079158,127.05391558884 37.0805720287913,127.054115591032 37.0811215892575,127.053741618424 37.0810767017133,127.053033076463 37.0810454751115,127.053013398399 37.0810499889998,127.052749568019 37.0817304070213,127.052651187324 37.0817687448114,127.050809516492 37.0816726621363,127.050612694936 37.0816592280258,127.0504833492 37.0816412603554,127.049563744434 37.0813127490249)))"
9915,송탄출장소앞,41220,평택시,20,36,100,70.4,"MULTIPOLYGON(((127.059551779844 37.0682067835845,127.059560216627 37.0682112847783,127.059076749323 37.0682700901928,127.058879200968 37.0672497285709,127.058938197884 37.0672023939799,127.059435724195 37.0671570982381,127.059376525268 37.0669386186005,127.059238309087 37.0663146975889,127.059150826792 37.0658664596337,127.061430426448 37.0656828617063,127.063636941573 37.0655150270096,127.063936819834 37.0678418732275,127.061808954333 37.068016431425,127.061772118862 37.0676492656938,127.060653373762 37.0677399365477,127.060484716689 37.0677512840213,127.060445083632 37.0673931299156,127.05936007889 37.0674905297692,127.059551779844 37.0682067835845)))"
9916,안중시장삼거리,41220,평택시,8,21,100,66.1,"MULTIPOLYGON(((126.926551719811 36.9885944666681,126.92654891163 36.9885944648977,126.926575257451 36.9874996713344,126.926580992853 36.9873780293619,126.926443533405 36.987236022805,126.926547467356 36.9872022979338,126.926606457928 36.9871820608444,126.926727396814 36.9869884050964,126.926738649113 36.9869681379067,126.926533806361 36.986814825571,126.926180010416 36.9867875695974,126.925792831667 36.9864426611287,126.926548659044 36.9859858426425,126.927422429342 36.9855155766693,126.927506664842 36.9855223872145,126.927466791714 36.9861013054403,126.927612818888 36.986094638192,126.927688604698 36.986128475715,126.928319782981 36.9868001694345,126.92857826698 36.9866561556885,126.929534840856 36.987711000358,126.931251209183 36.9870700084516,126.93237562511 36.9888885930738,126.93209757731 36.9889289796209,126.931502386596 36.9887686893246,126.930968841325 36.9887571105381,126.930957207717 36.9891918738733,126.930403981225 36.9892028078231,126.929755009473 36.9894975210729,126.929637119485 36.9894388797958,126.929522120543 36.989292385032,126.928685167723 36.9894045101535,126.9283115356 36.9895507059268,126.928193776152 36.9893569015784,126.928188613052 36.988883832353,126.928188828914 36.9886585629292,126.927753577858 36.9886402721761,126.926551719811 36.9885944666681)))"
9917,평택시청_1,41220,평택시,14,27,100,66.2,"MULTIPOLYGON(((127.112500890428 36.9961260984271,127.112500880596 36.9961193403603,127.112118754399 36.9959980520597,127.112286695519 36.9956081795473,127.111809101837 36.9954982428481,127.112170072731 36.9945900714846,127.111793564989 36.994464271471,127.111745620491 36.9943246491076,127.111971446388 36.9931823236524,127.111982457977 36.9930291302602,127.111906166667 36.9927070661786,127.11192859744 36.9926822656673,127.113723718785 36.9930883179786,127.112500890428 36.9961260984271)))"
9918,평택시청_2,41220,평택시,34,24,100,79.7,"MULTIPOLYGON(((127.111180203824 36.9897702270147,127.11117741179 36.989781493069,127.111088244524 36.9883105658551,127.112522981952 36.9862164774159,127.115563500364 36.9876620753185,127.115788620723 36.9879749832099,127.114764550384 36.990478709295,127.111180203824 36.9897702270147)))"
9919,평택역_1,41220,평택시,14,12,67,49.0,"MULTIPOLYGON(((127.083412962967 36.9954581851376,127.083401726817 36.9954559402083,127.084515375089 36.9942612382851,127.087951568723 36.9906567248356,127.089176838114 36.9914127303806,127.089508493635 36.991653522933,127.091690289047 36.9914423827718,127.091741219204 36.9917644792782,127.092780180994 36.9916735762014,127.093081265943 36.9921711893929,127.09243270717 36.9923068502034,127.092686564966 36.9932347650245,127.091675793184 36.9934337751192,127.091752138538 36.9938729922293,127.083412962967 36.9954581851376)))"
9920,평택역_2,41220,평택시,18,9,67,37.7,"MULTIPOLYGON(((127.081227611331 36.9950857280398,127.081221994492 36.9950857318173,127.079789027777 36.9944311531729,127.080134135232 36.9941155476845,127.079673294799 36.9938567927464,127.078931497528 36.9934765744103,127.079080157308 36.993296261718,127.079983485171 36.9923607991347,127.081069207222 36.9913080671484,127.08091461109 36.9911730091477,127.080740362292 36.9910424694696,127.080571805345 36.9909840119618,127.080344265751 36.9909165826798,127.080654835528 36.989810302578,127.08089071707 36.9898011340637,127.08110152199 36.9899812082974,127.081278567792 36.9901027348081,127.081483368251 36.9899111177415,127.082378290477 36.9890589918329,127.08419640783 36.990177326969,127.084785500942 36.9895934666116,127.08580276003 36.9902122387145,127.085541859277 36.9904534622821,127.086975088202 36.9913647789008,127.086041061216 36.9923859190568,127.084161637745 36.9943718674342,127.083280799965 36.9953028405813,127.083123515998 36.995291685518,127.083066916238 36.9948884924394,127.085358716326 36.9924562371873,127.084917560932 36.9922290263303,127.084101258787 36.9930766107899,127.083460563977 36.9927121190832,127.081227611331 36.9950857280398)))"
9921,평택역_3,41220,평택시,16,12,67,47.8,"MULTIPOLYGON(((127.084210922806 36.9983838782814,127.084210927692 36.9983883836614,127.084008607984 36.99829165891,127.083828859192 36.9982895311911,127.083708186812 36.9983774699137,127.083683033758 36.9984923746291,127.083674651816 36.9985329288891,127.083486610026 36.998654704439,127.082869359924 36.9966141908091,127.082700282988 36.9960804186299,127.083115522208 36.9956949230307,127.090154720971 36.9943450103483,127.090343027486 36.9944687675084,127.090650324727 36.9954799959282,127.090960496727 36.9965407804356,127.091062019637 36.9968966291511,127.090960993439 36.9969642861897,127.090952694786 36.997072421671,127.087650633748 36.9977168844046,127.084210922806 36.9983838782814)))"
9922,포승도곡근린공원,41220,평택시,18,6,55,28.4,"MULTIPOLYGON(((126.84233038628 36.9904983713792,126.842319158001 36.9904961036407,126.84337798822 36.9890805736299,126.845878824524 36.985565167456,126.845985856201 36.9854053662642,126.846847127385 36.985802964917,126.848656707262 36.9866185296876,126.84846242072 36.9868818448416,126.845246161312 36.991475405802,126.844721031651 36.9914657031355,126.844451538745 36.9914157879167,126.84233038628 36.9904983713792)))"
9923,공도읍_1,41550,안성시,6,94,99,97.3,"MULTIPOLYGON(((127.169890705152 37.0033009016478,127.169887896441 37.0033009056351,127.169826159446 37.0033257728248,127.169780628825 37.0030577675868,127.169690248816 37.0028303743019,127.169419245885 37.002209016364,127.16911694648 37.0014029815166,127.168679405787 37.0003988998508,127.168501502318 36.9999598761091,127.168360590141 36.9997393108834,127.168233598598 36.9994624086854,127.168106514534 36.9991427053706,127.168159803362 36.9991088401732,127.168570119119 36.9992299082047,127.169379485546 36.9994562871202,127.172431590865 37.0003439931888,127.172445780222 37.0004093007142,127.169890705152 37.0033009016478)))"
9924,오산시청,41370,오산시,40,17,100,56.3,"MULTIPOLYGON(((127.073820043358 37.1498957767411,127.073805974835 37.1498980379722,127.073664855787 37.1465079087096,127.073791378806 37.1463951997131,127.076079148859 37.1463780116475,127.076085299711 37.1469096297208,127.076160575624 37.1490540906509,127.07616414163 37.1498177314339,127.073820043358 37.1498957767411)))"
9925,오산역,41370,오산시,20,30,100,75.7,"MULTIPOLYGON(((127.066874288794 37.1464306137823,127.066506198682 37.1434417148641,127.06645244331 37.1431015962285,127.06653896848 37.142279336189,127.066694003427 37.1425968727031,127.067198565295 37.1436125328485,127.068397561675 37.143922724907,127.069244589788 37.1439672957407,127.069286232692 37.1433342810042,127.070634191357 37.1434483856372,127.070695657213 37.1429662854441,127.072339115314 37.1431297555493,127.072626272984 37.14328050997,127.073304407469 37.1432665846342,127.073324682821 37.1438770368461,127.0726099557 37.1438842263834,127.072647641811 37.1450623324937,127.071524875759 37.1450652548372,127.071536899267 37.1458964703641,127.071548540169 37.146313201069,127.067918525298 37.1463693575283,127.066874288794 37.1464306137823)),((127.066874288794 37.1464306137823,127.066874584228 37.1464330127187,127.06687176828 37.1464307616389,127.066874288794 37.1464306137823)))"
9926,동탄센트럴파크_1,41590,화성시,42,3,76,35.6,"MULTIPOLYGON(((127.073469731143 37.2077208269808,127.073469726857 37.2077163217591,127.07284664717 37.2069936107401,127.072547722465 37.206565794317,127.072169784942 37.2059645731619,127.071780521699 37.2052912738494,127.071670343525 37.2049174054863,127.071500904087 37.2044106678966,127.071266517128 37.2037102435756,127.071195788113 37.2033566249155,127.071178802213 37.2032597725281,127.071096627311 37.2027079304875,127.071065080809 37.2020884801392,127.071016899275 37.2017528689251,127.071036232897 37.201340629099,127.071058581107 37.2011446384823,127.071190217048 37.2003651562546,127.071296751635 37.1998514971925,127.071465217352 37.1993175278319,127.072036978495 37.1994455872925,127.073904375564 37.199870203148,127.073609649724 37.2008705442381,127.073528827542 37.2017558710205,127.073597112539 37.2024901816712,127.073770001634 37.2036501723234,127.073874476311 37.203940695598,127.074196295245 37.2047514390634,127.074461490837 37.2052445980484,127.074650499884 37.205580120638,127.075155246563 37.2062443281615,127.075392062426 37.2065032308991,127.073469731143 37.2077208269808)))"
9927,동탄센트럴파크_2,41590,화성시,23,4,93,39.0,"MULTIPOLYGON(((127.063500783201 37.2119974253329,127.063500788741 37.2120041831619,127.06259604555 37.2111801985995,127.062167494198 37.2106105086783,127.061927764656 37.2101893931417,127.061499011288 37.2093516400212,127.061118215706 37.2086039655319,127.060066152182 37.206565877189,127.061941284146 37.2059612331957,127.063255801272 37.2086073735409,127.063517552205 37.2084045014558,127.064466045401 37.2076809116484,127.064837601849 37.2074509467433,127.065465384445 37.2071600217964,127.065791955692 37.2070246879334,127.065913066146 37.2070381376963,127.065978024327 37.2072543530902,127.066133168991 37.2075471079977,127.066316514374 37.2078826468637,127.066553372998 37.2082204086099,127.066931228561 37.208765332219,127.067213210742 37.2091683933544,127.067647424538 37.2097380619801,127.068169027977 37.2103932789443,127.068465110765 37.2108030868654,127.067685347817 37.2112360271914,127.066865949362 37.2114414705855,127.065131069549 37.211482963937,127.06431442739 37.2116275677024,127.063500783201 37.2119974253329)))"
9928,반월동상점가,41117,수원시 영통구,31,0,100,58.7,"MULTIPOLYGON(((127.062226213057 37.234627770313,127.063387493713 37.2353119589734,127.063432570618 37.2353119353638,127.060593909397 37.2368271368847,127.063007464527 37.2391505895107,127.063459911633 37.2411686827281,127.060913124474 37.2414943647349,127.055615961261 37.2412265972517,127.056537707207 37.237928364802,127.062226213057 37.234627770313)))"
9929,발안사거리,41590,화성시,18,13,100,68.0,"MULTIPOLYGON(((126.906872669996 37.1330530285183,126.906875480703 37.1330552833995,126.906346729779 37.1329039337639,126.906076814276 37.1327595480735,126.906279589113 37.1325975208153,126.906634490744 37.1322756774128,126.907273825834 37.1317310476381,126.907231729988 37.131645413858,126.907508216772 37.1310239042138,126.907528161191 37.1308211823008,126.907511517146 37.1306296946161,126.907795708551 37.130600634983,126.907809603676 37.130740309711,126.907899644306 37.1307313701865,126.908076986758 37.1306526674622,126.908305022772 37.1305312041008,126.908524573786 37.1304457759135,126.908803205903 37.1303603934739,126.909017129052 37.130274959976,126.909050909084 37.1302592178016,126.909324074117 37.1300409240268,126.909507141035 37.1298788758589,126.90965921915 37.1297505930546,126.909894985021 37.1302148194077,126.909934199197 37.1303590187185,126.910079879438 37.1308727332355,126.910194681296 37.1313301077546,126.91045252636 37.1321592776745,126.910657092531 37.1328442371652,126.91080558517 37.1333669632937,126.910996098061 37.1340451534039,126.911046543713 37.134211887219,126.91121746472 37.1348067142763,126.911385596143 37.1353835177947,126.911424749121 37.1355840324298,126.911374042893 37.1356358046453,126.911168558803 37.1357122381775,126.910707785761 37.1351599899256,126.910370352267 37.1349952886334,126.910030401859 37.1345850467021,126.909889780526 37.1345376328116,126.909690718787 37.1339562978952,126.909007403126 37.1336471556755,126.908141114753 37.1334189607704,126.906872669996 37.1330530285183)))"
9930,병점중심상가,41590,화성시,38,15,100,72.2,"MULTIPOLYGON(((127.038918382489 37.2109783224364,127.038994404118 37.2109354987082,127.03937187188 37.2110750401537,127.039577477485 37.2110907423157,127.040290061954 37.2111558361331,127.040929487951 37.2113493489452,127.040884526276 37.2115430885011,127.042273351309 37.2121508221724,127.042723668072 37.2115739974718,127.043349085267 37.2118823852518,127.04231055522 37.2132433254659,127.044812339112 37.2145399380653,127.043748473647 37.2159436991418,127.041190283444 37.2145569789628,127.040922885366 37.2148882021711,127.039946184142 37.2161477329131,127.039856034806 37.2161117204795,127.038366988252 37.2180201545692,127.037893889583 37.2182297939426,127.037727711322 37.2182411080929,127.036434811632 37.2181401303723,127.036395366814 37.2181153633443,127.03644589377 37.2177414153613,127.03660341381 37.2172840890385,127.036817292801 37.2168875660692,127.037169152473 37.2164256754136,127.037555113429 37.2166057669114,127.037313043984 37.216941479342,127.037761003 37.2171823717711,127.038048117539 37.2168060975408,127.038155178595 37.2168668847966,127.038985521824 37.2157380668693,127.038005155028 37.2153306517067,127.038627249253 37.2145848439009,127.036784854228 37.2137722166341,127.038918382489 37.2109783224364)))"
